Landsat Product Identifier;Landsat Scene Identifier;Acquisition Date;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date L-1 Generated;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model (meters);Geometric RMSE Model X;Geometric RMSE Model Y;Image Quality; Processing Software Version;Sun Elevation;Sun Azimuth;TIRS SSM Model;Data Type Level-1;Sensor Identifier;Output Format;Corner UL Latitude Product;Corner UL Longitude Product;Corner UR Latitude Product;Corner UR Longitude Product;Corner LR Latitude Product;Corner LR Longitude Product;Corner LL Latitude Product;Corner LL Longitude Product;Panchromatic Lines;Panchromatic Samples;Reflective Lines;Reflective Samples;Thermal Lines;Thermal Samples;Map Projection Level-1;UTM Zone;Datum;Ellipsoid;Grid Cell Size Panchromatic;Grid Cell Size Reflective;Grid Cell Size Thermal;Orientation;Resampling Option;Bias Parameter File Name OLI;Bias Parameter File Name TIRS; Calibration Parameter File;RLUT File Name;Center Latitude;Center Longitude;NW Corner Lat;NW Corner Long;NE Corner Lat;NE Corner Long;SE Corner Lat;SE Corner Long;SW Corner Lat;SW Corner Long;Center Latitude dec;Center Longitude dec;NW Corner Lat dec;NW Corner Long dec;NE Corner Lat dec;NE Corner Long dec;SE Corner Lat dec;SE Corner Long dec;SW Corner Lat dec;SW Corner Long dec;Display ID;Ordering ID;Browse Link
LC08_L1TP_233083_20150402_20170411_01_T1;LC82330832015092LGN01;02-04-2015;T1;1;233;83;233;83;NADIR;-0.001;11-04-2017;2015:092:14:32:47.4905430;2015:092:14:33:19.2605390;LGN;DAY;1.83;2.11;592;4;7.051;4.402;5.507;9;LPGS_2.7.0;40.50987611;46.03268035;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12314   (32°07'23.30""S)";" -71.43103   (71°25'51.71""W)";"-32.51024   (32°30'36.86""S)";" -69.44135   (69°26'28.86""W)";"-34.23126   (34°13'52.54""S)";" -69.89326   (69°53'35.74""W)";"-33.83755   (33°50'15.18""S)";" -71.92192  (71°55'18.91""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150402140100_20150402144510.01;LT8BPF20150402135706_20150402144603.01;LC08CPF_20150401_20150630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.63""S";"70°40'18.95""W";"32°07'23.30""S";"71°25'51.71""W";"32°30'36.86""S";"69°26'28.86""W";"34°13'52.54""S";"69°53'35.74""W";"33°50'15.18""S";"71°55'18.91""W";-33.17712;-70.67193;-32.12314;-71.43103;-32.51024;-69.44135;-34.23126;-69.89326;-33.83755;-71.92192;LC08_L1TP_233083_20150402_20170411_01_T1;LC08_L1TP_233083_20150402_20170411_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015092LGN01
LC08_L1TP_233083_20150418_20170409_01_T1;LC82330832015108LGN01;18-04-2015;T1;1;233;83;233;83;NADIR;0;09-04-2017;2015:108:14:32:47.3305750;2015:108:14:33:19.1005710;LGN;DAY;1.24;1.17;570;4;7.545;4.517;6.043;9;LPGS_2.7.0;36.2881971;40.61966012;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12289   (32°07'22.40""S)";" -71.47307   (71°28'23.05""W)";"-32.50994   (32°30'35.78""S)";" -69.48327   (69°28'59.77""W)";"-34.23096   (34°13'51.46""S)";" -69.93505   (69°56'06.18""W)";"-33.83729   (33°50'14.24""S)";" -71.96384  (71°57'49.82""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150418140012_20150418143846.01;LT8BPF20150418135618_20150418143939.01;LC08CPF_20150401_20150630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'36.66""S";"70°42'49.68""W";"32°07'22.40""S";"71°28'23.05""W";"32°30'35.78""S";"69°28'59.77""W";"34°13'51.46""S";"69°56'06.18""W";"33°50'14.24""S";"71°57'49.82""W";-33.17685;-70.7138;-32.12289;-71.47307;-32.50994;-69.48327;-34.23096;-69.93505;-33.83729;-71.96384;LC08_L1TP_233083_20150418_20170409_01_T1;LC08_L1TP_233083_20150418_20170409_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015108LGN01
LC08_L1TP_233083_20150504_20170409_01_T1;LC82330832015124LGN01;04-05-2015;T1;1;233;83;233;83;NADIR;0;09-04-2017;2015:124:14:32:34.5269590;2015:124:14:33:06.2969550;LGN;DAY;3.37;3.24;539;4;8.199;5.013;6.487;9;LPGS_2.7.0;32.27051491;36.68223423;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12296   (32°07'22.66""S)";" -71.46546   (71°27'55.66""W)";"-32.50993   (32°30'35.75""S)";" -69.47577   (69°28'32.77""W)";"-34.23097   (34°13'51.49""S)";" -69.92748   (69°55'38.93""W)";"-33.83738   (33°50'14.57""S)";" -71.95616  (71°57'22.18""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150504135959_20150504143834.01;LT8BPF20150504135605_20150504143926.01;LC08CPF_20150401_20150630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'36.73""S";"70°42'22.39""W";"32°07'22.66""S";"71°27'55.66""W";"32°30'35.75""S";"69°28'32.77""W";"34°13'51.49""S";"69°55'38.93""W";"33°50'14.57""S";"71°57'22.18""W";-33.17687;-70.70622;-32.12296;-71.46546;-32.50993;-69.47577;-34.23097;-69.92748;-33.83738;-71.95616;LC08_L1TP_233083_20150504_20170409_01_T1;LC08_L1TP_233083_20150504_20170409_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015124LGN01
LC08_L1TP_233083_20150723_20170406_01_T1;LC82330832015204LGN01;23-07-2015;T1;1;233;83;233;83;NADIR;0;06-04-2017;2015:204:14:33:00.3138290;2015:204:14:33:32.0838250;LGN;DAY;1.73;1.62;421;4;8.761;5.619;6.722;9;LPGS_2.7.0;27.6451428;36.39261458;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12271   (32°07'21.76""S)";" -71.47513   (71°28'30.47""W)";"-32.51120   (32°30'40.32""S)";" -69.48552   (69°29'07.87""W)";"-34.23190   (34°13'54.84""S)";" -69.93905   (69°56'20.58""W)";"-33.83676   (33°50'12.34""S)";" -71.96763  (71°58'03.47""W)";15461;15361;7731;7681;7731;7681;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150723140021_20150723143859.02;LT8BPF20150723135627_20150723143955.02;LC08CPF_20150701_20150930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.99""S";"70°43'00.73""W";"32°07'21.76""S";"71°28'30.47""W";"32°30'40.32""S";"69°29'07.87""W";"34°13'54.84""S";"69°56'20.58""W";"33°50'12.34""S";"71°58'03.47""W";-33.17722;-70.71687;-32.12271;-71.47513;-32.5112;-69.48552;-34.2319;-69.93905;-33.83676;-71.96763;LC08_L1TP_233083_20150723_20170406_01_T1;LC08_L1TP_233083_20150723_20170406_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015204LGN01
LC08_L1TP_233083_20151011_20170403_01_T1;LC82330832015284LGN01;11-10-2015;T1;1;233;83;233;83;NADIR;-0.001;03-04-2017;2015:284:14:33:25.4195220;2015:284:14:33:57.1895180;LGN;DAY;2.82;2.66;499;4;7.542;5.401;5.264;9;LPGS_2.7.0;52.54228943;52.22828082;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12264   (32°07'21.50""S)";" -71.45793   (71°27'28.55""W)";"-32.51090   (32°30'39.24""S)";" -69.46819   (69°28'05.48""W)";"-34.23161   (34°13'53.80""S)";" -69.92142   (69°55'17.11""W)";"-33.83671   (33°50'12.16""S)";" -71.95012  (71°57'00.43""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20151011140134_20151011154027.01;LT8BPF20151011135740_20151011145117.01;LC08CPF_20151001_20151231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.24""S";"70°41'57.98""W";"32°07'21.50""S";"71°27'28.55""W";"32°30'39.24""S";"69°28'05.48""W";"34°13'53.80""S";"69°55'17.11""W";"33°50'12.16""S";"71°57'00.43""W";-33.17701;-70.69944;-32.12264;-71.45793;-32.5109;-69.46819;-34.23161;-69.92142;-33.83671;-71.95012;LC08_L1TP_233083_20151011_20170403_01_T1;LC08_L1TP_233083_20151011_20170403_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015284LGN01
LC08_L1TP_233083_20151128_20170401_01_T1;LC82330832015332LGN01;28-11-2015;T1;1;233;83;233;83;NADIR;-0.001;01-04-2017;2015:332:14:33:33.8300860;2015:332:14:34:05.6000830;LGN;DAY;4.79;4.51;572;4;6.379;4.664;4.351;9;LPGS_2.7.0;61.57096769;72.79764806;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12284   (32°07'22.22""S)";" -71.46500   (71°27'54.00""W)";"-32.51084   (32°30'39.02""S)";" -69.47526   (69°28'30.94""W)";"-34.23164   (34°13'53.90""S)";" -69.92818   (69°55'41.45""W)";"-33.83701   (33°50'13.24""S)";" -71.95689  (71°57'24.80""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20151128140605_20151128145020.02;LT8BPF20151126105640_20151211174838.04;LC08CPF_20151001_20151231_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.67""S";"70°42'23.00""W";"32°07'22.22""S";"71°27'54.00""W";"32°30'39.02""S";"69°28'30.94""W";"34°13'53.90""S";"69°55'41.45""W";"33°50'13.24""S";"71°57'24.80""W";-33.17713;-70.70639;-32.12284;-71.465;-32.51084;-69.47526;-34.23164;-69.92818;-33.83701;-71.95689;LC08_L1TP_233083_20151128_20170401_01_T1;LC08_L1TP_233083_20151128_20170401_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015332LGN01
LC08_L1TP_233083_20160115_20170405_01_T1;LC82330832016015LGN02;15-01-2016;T1;1;233;83;233;83;NADIR;-0.001;05-04-2017;2016:015:14:33:29.6631440;2016:015:14:34:01.4331400;LGN;DAY;1.39;1.32;614;4;5.913;4.342;4.013;9;LPGS_2.7.0;57.16109317;77.40534346;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12274   (32°07'21.86""S)";" -71.45385   (71°27'13.86""W)";"-32.51054   (32°30'37.94""S)";" -69.46386   (69°27'49.90""W)";"-34.23133   (34°13'52.79""S)";" -69.91645   (69°54'59.22""W)";"-33.83691   (33°50'12.88""S)";" -71.94542  (71°56'43.51""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160115140601_20160115145016.01;LT8BPF20160110081635_20160124145303.01;LC08CPF_20160101_20160331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.02""S";"70°41'41.75""W";"32°07'21.86""S";"71°27'13.86""W";"32°30'37.94""S";"69°27'49.90""W";"34°13'52.79""S";"69°54'59.22""W";"33°50'12.88""S";"71°56'43.51""W";-33.17695;-70.69493;-32.12274;-71.45385;-32.51054;-69.46386;-34.23133;-69.91645;-33.83691;-71.94542;LC08_L1TP_233083_20160115_20170405_01_T1;LC08_L1TP_233083_20160115_20170405_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832016015LGN02
LC08_L1TP_233083_20160319_20170328_01_T1;LC82330832016079LGN01;19-03-2016;T1;1;233;83;233;83;NADIR;-0.001;27-03-2017;2016:079:14:33:12.1812310;2016:079:14:33:43.9512270;LGN;DAY;1.99;5.08;561;4;6.838;4.434;5.205;9;LPGS_2.7.0;43.96446772;51.39342635;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12314   (32°07'23.30""S)";" -71.45033   (71°27'01.19""W)";"-32.51053   (32°30'37.91""S)";" -69.46057   (69°27'38.05""W)";"-34.23145   (34°13'53.22""S)";" -69.91275   (69°54'45.90""W)";"-33.83744   (33°50'14.78""S)";" -71.94150  (71°56'29.40""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160319140121_20160319144711.02;LT8BPF20160309080230_20160324033852.01;LC08CPF_20160101_20160331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.96""S";"70°41'28.72""W";"32°07'23.30""S";"71°27'01.19""W";"32°30'37.91""S";"69°27'38.05""W";"34°13'53.22""S";"69°54'45.90""W";"33°50'14.78""S";"71°56'29.40""W";-33.17721;-70.69131;-32.12314;-71.45033;-32.51053;-69.46057;-34.23145;-69.91275;-33.83744;-71.9415;LC08_L1TP_233083_20160319_20170328_01_T1;LC08_L1TP_233083_20160319_20170328_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832016079LGN01
LC08_L1TP_233083_20160404_20170327_01_T1;LC82330832016095LGN01;04-04-2016;T1;1;233;83;233;83;NADIR;-0.001;26-03-2017;2016:095:14:33:03.0852310;2016:095:14:33:34.8552280;LGN;DAY;1.84;1.75;570;4;7.262;4.541;5.668;9;LPGS_2.7.0;39.81930578;44.93834516;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12318   (32°07'23.45""S)";" -71.44184   (71°26'30.62""W)";"-32.51049   (32°30'37.76""S)";" -69.45203   (69°27'07.31""W)";"-34.23143   (34°13'53.15""S)";" -69.90412   (69°54'14.83""W)";"-33.83749   (33°50'14.96""S)";" -71.93292  (71°55'58.51""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160404140112_20160404144502.01;LT8BPF20160324055900_20160407213750.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.96""S";"70°40'57.94""W";"32°07'23.45""S";"71°26'30.62""W";"32°30'37.76""S";"69°27'07.31""W";"34°13'53.15""S";"69°54'14.83""W";"33°50'14.96""S";"71°55'58.51""W";-33.17721;-70.68276;-32.12318;-71.44184;-32.51049;-69.45203;-34.23143;-69.90412;-33.83749;-71.93292;LC08_L1TP_233083_20160404_20170327_01_T1;LC08_L1TP_233083_20160404_20170327_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832016095LGN01
LC08_L1TP_233083_20160522_20170324_01_T1;LC82330832016143LGN01;22-05-2016;T1;1;233;83;233;83;NADIR;-0.001;24-03-2017;2016:143:14:33:01.2657460;2016:143:14:33:33.0357430;LGN;DAY;4.29;4.65;432;4;8.399;5.133;6.648;9;LPGS_2.7.0;28.40454079;33.87766503;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12258   (32°07'21.29""S)";" -71.47904   (71°28'44.54""W)";"-32.51115   (32°30'40.14""S)";" -69.48900   (69°29'20.40""W)";"-34.23175   (34°13'54.30""S)";" -69.94248   (69°56'32.93""W)";"-33.83654   (33°50'11.54""S)";" -71.97149  (71°58'17.36""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160522140022_20160522143900.01;LT8BPF20160522121054_20160606055146.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.42""S";"70°43'13.98""W";"32°07'21.29""S";"71°28'44.54""W";"32°30'40.14""S";"69°29'20.40""W";"34°13'54.30""S";"69°56'32.93""W";"33°50'11.54""S";"71°58'17.36""W";-33.17706;-70.72055;-32.12258;-71.47904;-32.51115;-69.489;-34.23175;-69.94248;-33.83654;-71.97149;LC08_L1TP_233083_20160522_20170324_01_T1;LC08_L1TP_233083_20160522_20170324_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832016143LGN01
LC08_L1TP_233083_20160607_20170324_01_T1;LC82330832016159LGN01;07-06-2016;T1;1;233;83;233;83;NADIR;0;24-03-2017;2016:159:14:33:05.7616910;2016:159:14:33:37.5316880;LGN;DAY;0.45;0.42;383;4;9.09;5.787;7.009;9;LPGS_2.7.0;26.17678354;33.08627649;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12237   (32°07'20.53""S)";" -71.46625   (71°27'58.50""W)";"-32.51086   (32°30'39.10""S)";" -69.47637   (69°28'34.93""W)";"-34.23153   (34°13'53.51""S)";" -69.92982   (69°55'47.35""W)";"-33.83640   (33°50'11.04""S)";" -71.95867  (71°57'31.21""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20160607140027_20160607143905.01;LT8BPF20160606063351_20160620173313.01;LC08CPF_20160401_20160630_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'36.73""S";"70°42'28.12""W";"32°07'20.53""S";"71°27'58.50""W";"32°30'39.10""S";"69°28'34.93""W";"34°13'53.51""S";"69°55'47.35""W";"33°50'11.04""S";"71°57'31.21""W";-33.17687;-70.70781;-32.12237;-71.46625;-32.51086;-69.47637;-34.23153;-69.92982;-33.8364;-71.95867;LC08_L1TP_233083_20160607_20170324_01_T1;LC08_L1TP_233083_20160607_20170324_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832016159LGN01
LC08_L1TP_233083_20170101_20170312_01_T1;LC82330832017001LGN01;01-01-2017;T1;1;233;83;233;83;NADIR;-0.001;12-03-2017;2017:001:14:33:37.2371540;2017:001:14:34:09.0071510;LGN;DAY;0.79;0.78;618;4;5.788;4.184;3.999;9;LPGS_2.7.0;59.16051934;79.25857998;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12275   (32°07'21.90""S)";" -71.45753   (71°27'27.11""W)";"-32.51048   (32°30'37.73""S)";" -69.46750   (69°28'03.00""W)";"-34.23128   (34°13'52.61""S)";" -69.92002   (69°55'12.07""W)";"-33.83693   (33°50'12.95""S)";" -71.94903  (71°56'56.51""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170101140633_20170101145024.01;LT8BPF20161230070504_20170113003504.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.02""S";"70°41'54.74""W";"32°07'21.90""S";"71°27'27.11""W";"32°30'37.73""S";"69°28'03.00""W";"34°13'52.61""S";"69°55'12.07""W";"33°50'12.95""S";"71°56'56.51""W";-33.17695;-70.69854;-32.12275;-71.45753;-32.51048;-69.4675;-34.23128;-69.92002;-33.83693;-71.94903;LC08_L1TP_233083_20170101_20170312_01_T1;LC08_L1TP_233083_20170101_20170312_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832017001LGN01
LC08_L1TP_233083_20170117_20170311_01_T1;LC82330832017017LGN01;17-01-2017;T1;1;233;83;233;83;NADIR;-0.001;11-03-2017;2017:017:14:33:33.4289180;2017:017:14:34:05.1989150;LGN;DAY;0.48;0.68;615;4;5.682;4.221;3.804;9;LPGS_2.7.0;56.72896671;76.73858251;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12295   (32°07'22.62""S)";" -71.45630   (71°27'22.68""W)";"-32.51057   (32°30'38.05""S)";" -69.46638   (69°27'58.97""W)";"-34.23142   (34°13'53.11""S)";" -69.91878   (69°55'07.61""W)";"-33.83718   (33°50'13.85""S)";" -71.94767  (71°56'51.61""W)";15461;15361;7731;7681;7731;7681;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170117140605_20170117145020.01;LT8BPF20170113025501_20170126095930.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.49""S";"70°41'50.32""W";"32°07'22.62""S";"71°27'22.68""W";"32°30'38.05""S";"69°27'58.97""W";"34°13'53.11""S";"69°55'07.61""W";"33°50'13.85""S";"71°56'51.61""W";-33.17708;-70.69731;-32.12295;-71.4563;-32.51057;-69.46638;-34.23142;-69.91878;-33.83718;-71.94767;LC08_L1TP_233083_20170117_20170311_01_T1;LC08_L1TP_233083_20170117_20170311_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832017017LGN01
LC08_L1TP_233083_20170202_20170215_01_T1;LC82330832017033LGN00;02-02-2017;T1;1;233;83;233;83;NADIR;-0.001;15-02-2017;2017:033:14:33:26.3989700;2017:033:14:33:58.1689670;LGN;DAY;8.38;10.17;489;4;5.799;4.074;4.127;9;LPGS_2.7.0;53.90120513;71.58154172;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12069   (32°07'14.48""S)";" -71.44506   (71°26'42.22""W)";"-32.50816   (32°30'29.38""S)";" -69.45533   (69°27'19.19""W)";"-34.23366   (34°14'01.18""S)";" -69.90884   (69°54'31.82""W)";"-33.83955   (33°50'22.38""S)";" -71.93765  (71°56'15.54""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170202140446_20170202145013.01;LT8BPF20170126100746_20170211131243.01;LC08CPF_20170101_20170331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.49""S";"70°41'12.30""W";"32°07'14.48""S";"71°26'42.22""W";"32°30'29.38""S";"69°27'19.19""W";"34°14'01.18""S";"69°54'31.82""W";"33°50'22.38""S";"71°56'15.54""W";-33.17708;-70.68675;-32.12069;-71.44506;-32.50816;-69.45533;-34.23366;-69.90884;-33.83955;-71.93765;LC08_L1TP_233083_20170202_20170215_01_T1;LC08_L1TP_233083_20170202_20170215_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832017033LGN00
LC08_L1TP_233083_20170218_20170228_01_T1;LC82330832017049LGN00;18-02-2017;T1;1;233;83;233;83;NADIR;-0.001;28-02-2017;2017:049:14:33:19.9507300;2017:049:14:33:51.7207270;LGN;DAY;1.41;1.34;618;4;6.227;4.284;4.519;9;LPGS_2.7.0;50.73519975;64.79342877;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12274   (32°07'21.86""S)";" -71.44229   (71°26'32.24""W)";"-32.51014   (32°30'36.50""S)";" -69.45244   (69°27'08.78""W)";"-34.23104   (34°13'51.74""S)";" -69.90465   (69°54'16.74""W)";"-33.83701   (33°50'13.24""S)";" -71.93348  (71°56'00.53""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170218140241_20170218145006.01;LT8BPF20170211153314_20170225082016.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"33°10'36.44""S";"70°40'59.59""W";"32°07'21.86""S";"71°26'32.24""W";"32°30'36.50""S";"69°27'08.78""W";"34°13'51.74""S";"69°54'16.74""W";"33°50'13.24""S";"71°56'00.53""W";-33.17679;-70.68322;-32.12274;-71.44229;-32.51014;-69.45244;-34.23104;-69.90465;-33.83701;-71.93348;LC08_L1TP_233083_20170218_20170228_01_T1;LC08_L1TP_233083_20170218_20170228_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832017049LGN00
LC08_L1TP_233083_20170306_20170316_01_T1;LC82330832017065LGN01;06-03-2017;T1;1;233;83;233;83;NADIR;-0.001;16-03-2017;2017:065:14:33:13.1779730;2017:065:14:33:44.9479700;LGN;DAY;0.93;0.89;614;4;6.513;4.471;4.736;9;LPGS_2.7.0;47.1828392;57.38450397;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12280   (32°07'22.08""S)";" -71.44236   (71°26'32.50""W)";"-32.51011   (32°30'36.40""S)";" -69.45251   (69°27'09.04""W)";"-34.23106   (34°13'51.82""S)";" -69.90456   (69°54'16.42""W)";"-33.83712   (33°50'13.63""S)";" -71.93340  (71°56'00.24""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170306140122_20170306144712.01;LT8BPF20170225090252_20170313050703.01;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"33°10'36.59""S";"70°40'59.66""W";"32°07'22.08""S";"71°26'32.50""W";"32°30'36.40""S";"69°27'09.04""W";"34°13'51.82""S";"69°54'16.42""W";"33°50'13.63""S";"71°56'00.24""W";-33.17683;-70.68324;-32.1228;-71.44236;-32.51011;-69.45251;-34.23106;-69.90456;-33.83712;-71.9334;LC08_L1TP_233083_20170306_20170316_01_T1;LC08_L1TP_233083_20170306_20170316_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832017065LGN01
LC08_L1TP_233083_20170610_20170627_01_T1;LC82330832017161LGN00;10-06-2017;T1;1;233;83;233;83;NADIR;0;27-06-2017;2017:161:14:33:05.2249840;2017:161:14:33:36.9949820;LGN;DAY;2.04;1.92;427;4;8.687;5.636;6.611;9;LPGS_2.7.0;25.91561915;33.08856625;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12245   (32°07'20.82""S)";" -71.47449   (71°28'28.16""W)";"-32.51087   (32°30'39.13""S)";" -69.48489   (69°29'05.60""W)";"-34.23164   (34°13'53.90""S)";" -69.93830   (69°56'17.88""W)";"-33.83658   (33°50'11.69""S)";" -71.96687  (71°58'00.73""W)";15461;15361;7731;7681;7731;7681;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170610140026_20170610143904.02;LT8BPF20170610053508_20170624082615.01;LC08CPF_20170401_20170630_01.03;LC08RLUT_20150303_20431231_01_12.h5;"33°10'36.98""S";"70°42'58.10""W";"32°07'20.82""S";"71°28'28.16""W";"32°30'39.13""S";"69°29'05.60""W";"34°13'53.90""S";"69°56'17.88""W";"33°50'11.69""S";"71°58'00.73""W";-33.17694;-70.71614;-32.12245;-71.47449;-32.51087;-69.48489;-34.23164;-69.9383;-33.83658;-71.96687;LC08_L1TP_233083_20170610_20170627_01_T1;LC08_L1TP_233083_20170610_20170627_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832017161LGN00
